Sale no,Date,Region,Estate,Grade,Price (Rs/kg),Exchange Rate (LKR/USD),Rainfall
22,2025-06-09/11,UVA HIGH,Gonamotawa,PEK/PEKI,1400,294.99,16.5
22,2025-06-09/11,NUWARA ELIYAS,Mahagastotte,BOP,1240,294.99,40.36
22,2025-06-09/11,NUWARA ELIYAS,Kenmare,BOPSP,800,294.99,40.36
22,2025-06-09/11,NUWARA ELIYAS,Court Lodge,BOPF/BOPFSp,760,294.99,40.36
22,2025-06-09/11,NUWARA ELIYAS,Summerhill,PEK/PEKI,1020,294.99,40.36
22,2025-06-09/11,UDAPUSSELLAWAS,Kirklees,BOP,1100,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Delmar,BOPSP,1020,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Liddesdale,BOPF/BOPFSp,870,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Brookside,BOPF/BOPFSp,850,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Ragalla,BOPF/BOPFSp,840,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Delmar,BOPF/BOPFSp,840,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,High Forest,BOPF/BOPFSp,840,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSp,840,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Maha Uva,FBOP/FBOP1,1550,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOPI,1500,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,1420,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1060,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Delmar,OP/OPA,1060,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Blairlomond,OP/OPA,1060,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Gampaha,OP/OPA,1060,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,High Forest,OP/OPA,1040,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Delmar,OP1,1440,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Maha Uva,OP1,1420,294.99,32.64
22,2025-06-09/11,UDAPUSSELLAWAS,Blairlomond,PEK/PEKI,1240,294.99,32.64
22,2025-06-09/11,LOW GROWNS,Kings Bru,BOP,2450,294.99,53.92
22,2025-06-09/11,LOW GROWNS,New Spring View,BOPSP,2250,294.99,53.92
22,2025-06-09/11,LOW GROWNS,Kamarangapitiya,BOPSP,2000,294.99,53.92
22,2025-06-09/11,LOW GROWNS,Kings Bru,BOPF,1900,294.99,53.92
22,2025-06-09/11,LOW GROWNS,Rajjuruwatta Super,BOPFSp,2350,294.99,53.92
22,2025-06-09/11,LOW GROWNS,Pothotuwa,FBOP,2450,294.99,53.92
22,2025-06-09/11,LOW GROWNS,Adams View,FBOP,2400,294.99,53.92
22,2025-06-09/11,LOW GROWNS,Pothotuwa,FBOPF1,1750,294.99,53.92
22,2025-06-09/11,LOW GROWNS,New Batuwangala,FBOPFExSp,5450,294.99,53.92
22,2025-06-09/11,LOW GROWNS,Tea Bank,FBOPFExSp1,4900,294.99,53.92
22,2025-06-09/11,LOW GROWNS,Lions,FBOPFExSp1,5050,294.99,53.92
22,2025-06-09/11,DUSTS,Holyrood,DUST1,1500,294.99,36.53
22,2025-06-09/11,OFF GRADES,Bogawantalawa,FGS/FGS1,1120,294.99,36.53
22,2025-06-09/11,OFF GRADES,Chandrika Estate,BM,1100,294.99,36.53
22,2025-06-09/11,OFF GRADES,Kurunduwatta,BM,1100,294.99,36.53
22,2025-06-09/11,OFF GRADES,Gunawardena,BM,1080,294.99,36.53
22,2025-06-09/11,OFF GRADES,Suwishka,BP,1320,294.99,36.53
22,2025-06-09/11,OFF GRADES,Chandrika Estate,BOPIA,1360,294.99,36.53
23,2025-06-17/18,WESTERN MEDIUM,Harangalla,BOP,1600,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Hatale,BOPSp,1260,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Vellai Oya,BOPF/BOPFSp,1000,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Dartry Valley,BOP1,2050,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Harangalla,BOP1,1750,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Craighead,FBOP/FBOP1,2150,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Harangalla,FBOP/FBOP1,1700,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Dartry Valley,FBOP/FBOP1,1650,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,1800,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Harangalla,FBOPF/FBOPF1,1600,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Windsorforest,FBOPF/FBOPF1,1500,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Imboolpittia,FBOPF/FBOPF1,1420,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Ancoombra,FBOPF/FBOPF1,1420,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Meezan,OP/OPA,1200,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Dartry Valley,OP/OPA,1140,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Hatale,OP1,1500,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Galgewatta,OP1,1500,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Harangalla,PEK/PEK1,1650,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Pitaratmalie,PEK/PEK1,1650,296.86,39.27
23,2025-06-17/18,WESTERN MEDIUM,Meezan,PEK/PEK1,1600,296.86,39.27
23,2025-06-17/18,UVA MEDIUM,Aruna Passara,BOP,1300,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Roseland Uva,BOP,1300,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Uva Samovar,BOPSp,1240,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Dickwella,BOPF/BOPFSp,1460,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Sarnia Plaiderie,BOP1,1950,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Dickwella,BOP1,1600,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Dickwella,FBOP/FBOP1,1700,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Sarnia Plaiderie,FBOPF/FBOPF1,1460,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Dickwella,FBOPF/FBOPF1,1440,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Sarnia Plaiderie,FBOPF/FBOPF1,1600,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Uva Samovar,OP1,1420,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Telbedde,OP1,1500,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Dickwella,PEK/PEK1,1550,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Sarnia Plaiderie,PEK/PEK1,1550,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Aruna Passara,PEK/PEK1,1550,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Uva Samovar,OP1,1460,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Adawatte,OP1,1460,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Uva Tenne,PEK/PEK1,1460,296.86,29.74
23,2025-06-17/18,UVA MEDIUM,Roseland Uva,OP/OPA,1160,296.86,29.74
23,2025-06-17/18,UVA HIGH,Bandaraeliya,BOP,1080,296.86,16.5
23,2025-06-17/18,UVA HIGH,Gonamotawa,BOPSp,1360,296.86,16.5
23,2025-06-17/18,UVA HIGH,Queensberry,BOPSp,1300,296.86,16.5
23,2025-06-17/18,UVA HIGH,Alton,BOP1,1320,296.86,16.5
23,2025-06-17/18,UVA HIGH,Uva Highlands,BOP1,1500,296.86,16.5
23,2025-06-17/18,UVA HIGH,Glenloch,FBOP/FBOP1,1420,296.86,16.5
23,2025-06-17/18,UVA HIGH,Uva Highlands,FBOP/FBOP1,1500,296.86,16.5
23,2025-06-17/18,UVA HIGH,Torrington,FBOPF/FBOPF1,1380,296.86,16.5
23,2025-06-17/18,UVA HIGH,Kirkoswald,FBOPF/FBOPF1,1380,296.86,16.5
23,2025-06-17/18,UVA HIGH,Mount Uva,FBOP/FBOP1,1380,296.86,16.5
23,2025-06-17/18,UVA HIGH,Fairlawn,FBOPF/FBOPF1,1500,296.86,16.5
23,2025-06-17/18,UVA HIGH,Gonamotawa,PEK/PEK1,1060,296.86,16.5
23,2025-06-17/18,WESTERN HIGH,Great Western,BOP,1020,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Gonamotawa,BOPSp,1220,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Nayabedde,BOPF/BOPFSp,1120,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Glenanore,BOPF/BOPFSp,1750,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Torrington,BOP1,1700,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Gonamotawa,FBOP/FBOP1,1500,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Bambrakelly,FBOP/FBOP1,1420,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Glenanore,FBOP/FBOP1,1420,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Gonamotawa,FBOP/FBOP1,1360,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Great Western,OP/OPA,1220,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Ellathota Uva,OP1,1480,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Venture,OP/OPA,1500,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,St Andrews,OP/OPA,1060,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Venture,OP1,1260,296.86,34.34
23,2025-06-17/18,WESTERN HIGH,Fairlawn,PEK/PEK1,1550,296.86,34.34
23,2025-06-17/18,NUWARA ELIYAS,Lovers Leap,BOPF/BOPFSp,1100,296.86,40.36
23,2025-06-17/18,NUWARA ELIYAS,Kenmare,FBOP/FBOP1,1260,296.86,40.36
23,2025-06-17/18,NUWARA ELIYAS,Donside,BPS,1200,296.86,40.36
23,2025-06-17/18,NUWARA ELIYAS,Court Lodge,FBOP/FBOP1,760,296.86,40.36
23,2025-06-17/18,NUWARA ELIYAS,Court Lodge,OP/OPA,980,296.86,40.36
23,2025-06-17/18,NUWARA ELIYAS,Kenmare,OP/OPA,960,296.86,40.36
23,2025-06-17/18,NUWARA ELIYAS,Kenmare,PEK/PEK1,1140,296.86,40.36
23,2025-06-17/18,UDAPUSSELLAWAS,Luckyland,BOP,850,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Kirklees,BOP,850,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Blairlomond,BOP,840,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Luckyland,BOPSp,830,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Kirklees,BOPSp,830,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Luckyland,BOPF/BOPFSp,890,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSp,890,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Maha Uva,FBOP/FBOP1,1380,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Pothotuwa,FBOP/FBOP1,1380,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOP1,1300,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,New Spring View,FBOP/FBOP1,1300,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,1260,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,1240,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Delmar,OP/OPA,1240,296.86,32.64
23,2025-06-17/18,UDAPUSSELLAWAS,Blairlomond,PEK/PEK1,1440,296.86,32.64
23,2025-06-17/18,UNORTHODOX HIGH,Dunsinane CTC,PF1,1100,296.86,36.53
23,2025-06-17/18,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1120,296.86,36.53
23,2025-06-17/18,UNORTHODOX MEDIUM,Rothschild CTC,BP1,1260,296.86,36.53
23,2025-06-17/18,UNORTHODOX LOW,Kalubowitiyana CTC,PF1,1440,296.86,36.53
23,2025-06-17/18,UNORTHODOX LOW,Ceciliyan CTC,BP1,1200,296.86,36.53
23,2025-06-17/18,UNORTHODOX LOW,Ross Feld CTC,BPS,760,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Fortune,FBOPFSp,2450,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,New Deniyaya,FBOPFSp,2400,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Pothotuwa,FBOPFSp,2350,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Thilaka,FBOPFSp,2350,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Wikilliya,FBOPFSp,2350,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Greenwin Super,FBOPFSp,2350,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Thalapalakanda Super,FBOPFSp,2350,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Ivy Hills,FBOPFSp,2350,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Delmar,FBOPFExSp,2950,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Kiruwanaganga,FBOPFExSp,2750,296.86,36.53
23,2025-06-17/18,PREMIUM FLOWERY,Gampaha,FBOPFExSp1,2850,296.86,36.53
23,2025-06-17/18,DUSTS,Mattakelle,DUST1,1600,296.86,36.53
23,2025-06-17/18,DUSTS,Hingalgoda CTC,PD,1550,296.86,36.53
23,2025-06-17/18,DUSTS,Delmar,DUST1,1400,296.86,36.53
23,2025-06-17/18,OFF GRADES,Wattegodde,FGS/FGS1,1020,296.86,36.53
23,2025-06-17/18,OFF GRADES,Holyrood,FGS/FGS1,1000,296.86,36.53
23,2025-06-17/18,OFF GRADES,Agraouvah,FGS/FGS1,980,296.86,36.53
23,2025-06-17/18,OFF GRADES,Kelliebedde,FGS/FGS1,960,296.86,36.53
23,2025-06-17/18,OFF GRADES,Liyona CTC,PF,940,296.86,36.53
23,2025-06-17/18,OFF GRADES,Chandrika CTC,PF,860,296.86,36.53
23,2025-06-17/18,OFF GRADES,Wilehena,BM,1180,296.86,36.53
23,2025-06-17/18,OFF GRADES,Adams View,BP,1200,296.86,36.53
23,2025-06-17/18,OFF GRADES,Chandrika Estate,BP,1120,296.86,36.53
23,2025-06-17/18,OFF GRADES,Kothmale Hills,BP,1120,296.86,36.53
23,2025-06-17/18,OFF GRADES,Chandrika Estate,BOPIA,1340,296.86,36.53
23,2025-06-17/18,LOW GROWNS,Lions,BOP,2300,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Mulatiyana Hills,BOP,2300,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Kamarangapitiya,BOPSp,2200,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Kings Bru,BOPF,1700,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Rajjuruwatta Super,BOPFSp,2100,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Sithaka,FBOP,2600,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Wattahena,FBOP1,2100,296.86,53.92
23,2025-06-17/18,LOW GROWNS,New Nivithigala,FBOP1,2100,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Kiruwanaganga,FBOP1,2000,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Sihara,FBOPF,1420,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Halwitigala Smallholders,FBOPF,1420,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Nilwala,FBOPF,1420,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Lumbini,FBOPF1,1900,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Makandura,FBOPF1,1700,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Pothotuwa,FBOPF1,1650,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Pothotuwa,BOP1,3000,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Pothotuwa,OP1,3250,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Kiruwanaganga,OP1,2800,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Kingsbru,OP,1650,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Sunrise,OP,1650,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Miriswatta,OPA,1600,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Sunrise,OPA,1600,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Lucky Dais,OPA,1600,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Green Lanka,OPA,1600,296.86,53.92
23,2025-06-17/18,LOW GROWNS,Lumbini,PEK,2350,296.86,53.92
23,2025-06-17/18,LOW GROWNS,New Batuwangala,PEK1,2500,296.86,53.92
24,2025-06-24/25,UVA MEDIUM,Ancoombra,BOP,1550,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Dartry Valley,BOP,1500,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Sarnia Plaiderie,BOPSP,1260,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Rilagala,BOPF/BOPFSp,1020,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Dickwella,BOP1,1950,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Craighead,FBOP/FBOP1,2500,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Dartry Valley,FBOP/FBOP1,1700,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Harangalla,FBOP/FBOP1,1650,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Dartry Valley,FBOPF/FBOPF1,1600,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Telbedde,OP/OPA,1200,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Craighead,OP/OPA,1160,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Misty-Uva,OP/OPA,1140,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Ancoombra,OP1,1440,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Harangalla,OP1,1420,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Meezan,PEK/PEK1,1750,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Misty-Uva,PEK/PEK1,1650,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Haputale Super,PEK/PEK1,1700,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Dartry Valley,PEK/PEK1,1600,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Craighead,PEK/PEK1,1600,296.67,29.74
24,2025-06-24/25,UVA MEDIUM,Doombagastalawa,PEK/PEK1,1600,296.67,29.74
24,2025-06-24/25,WESTERN MEDIUM,Demodera 'S',BOP,1360,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Dickwella,BOP,1300,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Vellai Oya,BOPF/BOPFSp,1460,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Dickwella,BOPF/BOPFSp,1460,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Sarnia Plaiderie,FBOP/FBOP1,1550,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Sarnia Plaiderie,FBOP/FBOP1,1550,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Dickwella,FBOP/FBOP1,1500,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Ury,FBOP/FBOP1,1500,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Dartry Valley,FBOP/FBOP1,1480,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Sarnia Plaiderie,FBOPF/FBOPF1,1460,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Cooroondoowatte,OP/OPA,1300,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Dickwella,OP1,1500,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Halpewatta Uva,PEK/PEK1,1700,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Orange Field,PEK/PEK1,1600,296.67,39.27
24,2025-06-24/25,WESTERN MEDIUM,Harangalla,PEK/PEK1,1220,296.67,39.27
24,2025-06-24/25,UVA HIGH,Nayabedde,BOP,1040,296.67,16.5
24,2025-06-24/25,UVA HIGH,Gonamotawa,BOPSp,1600,296.67,16.5
24,2025-06-24/25,UVA HIGH,Craig,BOPSp,1220,296.67,16.5
24,2025-06-24/25,UVA HIGH,Nayabedde,BOPF/BOPFSp,1200,296.67,16.5
24,2025-06-24/25,UVA HIGH,Uva Highlands,BOP1,1260,296.67,16.5
24,2025-06-24/25,UVA HIGH,Oodoowerre,FBOPF/FBOPF1,1400,296.67,16.5
24,2025-06-24/25,UVA HIGH,Wanarajah,OP/OPA,1380,296.67,16.5
24,2025-06-24/25,UVA HIGH,Ranaya,OP/OPA,1360,296.67,16.5
24,2025-06-24/25,UVA HIGH,Craig,BOPF/BOPFSp,1340,296.67,16.5
24,2025-06-24/25,UVA HIGH,Ellathota Uva,BOPF/BOPFSp,1360,296.67,16.5
24,2025-06-24/25,UVA HIGH,Gonamotawa,BOP1,1500,296.67,16.5
24,2025-06-24/25,UVA HIGH,Torrington,FBOP/FBOP1,1440,296.67,16.5
24,2025-06-24/25,UVA HIGH,Torrington,FBOPF/FBOPF2,1460,296.67,16.5
24,2025-06-24/25,UVA HIGH,Torrington,FBOPF/FBOPF1,1400,296.67,16.5
24,2025-06-24/25,UVA HIGH,Torrington,OP/OPA,1180,296.67,16.5
24,2025-06-24/25,UVA HIGH,Bambrakelly,OP1,1260,296.67,16.5
24,2025-06-24/25,UVA HIGH,Torrington,PEK/PEK1,1120,296.67,16.5
24,2025-06-24/25,WESTERN HIGH,Great Western,BOP,1480,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Gonamotawa,BOP,1200,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Bearwell,BOPSP,1480,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Queensberry,BOPF/BOPFSp,1320,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Spring Valley,OP/OPA,1140,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Alton,BOPF/BOPFSp,1140,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Great Western,OP1,1480,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Dessford,PEK/PEK1,1500,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Inverness,PEK/PEK1,1480,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Ellathota Uva,PEK/PEK1,1500,296.67,34.34
24,2025-06-24/25,WESTERN HIGH,Fairlawn,FBOPF/FBOPF1,1400,296.67,34.34
24,2025-06-24/25,UNORTHODOX HIGH,Dunsinane CTC,PF1,1060,296.67,36.53
24,2025-06-24/25,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1550,296.67,36.53
24,2025-06-24/25,UNORTHODOX MEDIUM,Delta CTC,BP1,880,296.67,36.53
24,2025-06-24/25,UNORTHODOX MEDIUM,Donside CTC,BPS,750,296.67,36.53
24,2025-06-24/25,NUWARA ELIYAS,Court Lodge,FBOP/FBOP1,1440,296.67,40.36
24,2025-06-24/25,NUWARA ELIYAS,Court Lodge,OP/OPA,1100,296.67,40.36
24,2025-06-24/25,NUWARA ELIYAS,Mahagastotte,PEK/PEK1,920,296.67,40.36
24,2025-06-24/25,UDAPUSSELLAWAS,Liddesdale,BOP,850,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,Ragalla,BOP,850,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,Luckyland,BOPSp,840,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,Lihiniyawa,BOPSp,830,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,Luckyland,BOPF/BOPFSp,1000,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,High Forest,BOPF/BOPFSp,940,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOP1,1380,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,1380,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,Delmar,OP/OPA,1160,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,High Forest,OP1,940,296.67,32.64
24,2025-06-24/25,UDAPUSSELLAWAS,Blairlomond,PEK/PEK1,1550,296.67,32.64
24,2025-06-24/25,UNORTHODOX LOW,Hingalgoda CTC,PF1,1440,296.67,36.53
24,2025-06-24/25,UNORTHODOX LOW,Ceciliyan CTC,BP1,1160,296.67,36.53
24,2025-06-24/25,PREMIUM FLOWERY,Rasa,FBOPFSp,5000,296.67,36.53
24,2025-06-24/25,PREMIUM FLOWERY,HPP Tea,FBOPFExSp,4750,296.67,36.53
24,2025-06-24/25,PREMIUM FLOWERY,Maha Uva,FBOPFExSp1,4500,296.67,36.53
24,2025-06-24/25,PREMIUM FLOWERY,Kamarangapitiya,FBOPFExSp1,4350,296.67,36.53
24,2025-06-24/25,DUSTS,Great Western,DUST1,1500,296.67,36.53
24,2025-06-24/25,DUSTS,Ceciliyan CTC,PD,1300,296.67,36.53
24,2025-06-24/25,OFF GRADES,Wattegodde,FGS/FGS1,1040,296.67,36.53
24,2025-06-24/25,OFF GRADES,Bogawantalawa,FGS/FGS1,1000,296.67,36.53
24,2025-06-24/25,OFF GRADES,Wanarajah,FGS/FGS1,980,296.67,36.53
24,2025-06-24/25,OFF GRADES,Liyonta CTC,PE,940,296.67,36.53
24,2025-06-24/25,OFF GRADES,Strathdon CTC,PF,840,296.67,36.53
24,2025-06-24/25,OFF GRADES,Chandrika CTC,PF,810,296.67,36.53
24,2025-06-24/25,OFF GRADES,Kurunduwatta,BM,1220,296.67,36.53
24,2025-06-24/25,OFF GRADES,Hidellana,BP,1240,296.67,36.53
24,2025-06-24/25,OFF GRADES,Ransegoda,BP,1220,296.67,36.53
24,2025-06-24/25,OFF GRADES,Chandrika Estate,BP,1200,296.67,36.53
24,2025-06-24/25,OFF GRADES,Kelani,BP,1180,296.67,36.53
24,2025-06-24/25,OFF GRADES,Lakvinka,BP,1180,296.67,36.53
24,2025-06-24/25,OFF GRADES,Chandrika Estate,BOPIA,1400,296.67,36.53
24,2025-06-24/25,LOW GROWNS,Golden Garden,BOP,2400,296.67,53.92
24,2025-06-24/25,LOW GROWNS,Stream Line,BOPSp,2400,296.67,53.92
24,2025-06-24/25,LOW GROWNS,Kamarangapitiya,BOPSp,2300,296.67,53.92
24,2025-06-24/25,LOW GROWNS,Sithaka,BOPF,1650,296.67,53.92
24,2025-06-24/25,LOW GROWNS,Greenwin Super,BOPFSp,2250,296.67,53.92
24,2025-06-24/25,LOW GROWNS,Sithaka,FBOP,2650,296.67,53.92
24,2025-06-24/25,LOW GROWNS,Wattahena,FBOP1,2050,296.67,53.92
