Sale no,Date,Region,Estate,Grade,Price (Rs/kg),Exchange Rate (LKR/USD),Rainfall
12,2025-03-25/26,LOW GROWNS,Pothotuwa,FBOPF1,1750,292.48,53.92
12,2025-03-25/26,LOW GROWNS,Dellawa,FBOPF1,1600,292.48,53.92
12,2025-03-25/26,LOW GROWNS,Lellopitiya Super,FBOPF1,1600,292.48,53.92
12,2025-03-25/26,LOW GROWNS,Pothotuwa,BOP1,3000,292.48,53.92
12,2025-03-25/26,LOW GROWNS,Kolonna Super,BOPI,2800,292.48,53.92
12,2025-03-25/26,LOW GROWNS,Pothotuwa,OP1,3200,292.48,53.92
12,2025-03-25/26,UNORTHODOX HIGH,Dunsinane CTC,PF1,1240,292.48,36.53
12,2025-03-25/26,UNORTHODOX HIGH,Mount Vernon CTC,BP1,840,292.48,36.53
12,2025-03-25/26,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1200,292.48,36.53
12,2025-03-25/26,UNORTHODOX MEDIUM,New Peacock CTC,BP1,1220,292.48,36.53
12,2025-03-25/26,UNORTHODOX MEDIUM,Aultmore CTC,BPS,830,292.48,36.53
12,2025-03-25/26,UNORTHODOX LOW,Hingalgoda CTC,PF1,1550,292.48,36.53
12,2025-03-25/26,UNORTHODOX LOW,Ceciliyan CTC,BPI,1120,292.48,36.53
12,2025-03-25/26,PREMIUM FLOWERY,Greenwin Super,FBOPFSp,5000,292.48,36.53
12,2025-03-25/26,PREMIUM FLOWERY,Lions,FBOPFEXSp,5450,292.48,36.53
12,2025-03-25/26,PREMIUM FLOWERY,Madampe Super,FBOPFExSp1,5350,292.48,36.53
12,2025-03-25/26,PREMIUM FLOWERY,New Marakanda,FBOPFExSp1,4100,292.48,36.53
12,2025-03-25/26,PREMIUM FLOWERY,Fortune,FBOPFExSp1,3800,292.48,36.53
12,2025-03-25/26,DUSTS,Mattakelle,DUST 1,1650,292.48,36.53
12,2025-03-25/26,DUSTS,Greenwin Super,PD,1420,292.48,36.53
12,2025-03-25/26,OFF GRADES,Great Western,FGS/FGS1,1120,292.48,36.53
12,2025-03-25/26,OFF GRADES,Mattakelle,FGS/FGS1,1100,292.48,36.53
12,2025-03-25/26,OFF GRADES,Holyrood,FGS/FGS1,1080,292.48,36.53
12,2025-03-25/26,OFF GRADES,Wattegodde,FGS/FGS1,1080,292.48,36.53
12,2025-03-25/26,OFF GRADES,Strathdon CTC,PF,920,292.48,36.53
12,2025-03-25/26,OFF GRADES,Gunawardena,BM,1080,292.48,36.53
12,2025-03-25/26,OFF GRADES,Suwishka,BP,1360,292.48,36.53
12,2025-03-25/26,OFF GRADES,Nilrich,BP,1300,292.48,36.53
12,2025-03-25/26,OFF GRADES,Chandrika Estate,BP,1280,292.48,36.53
12,2025-03-25/26,OFF GRADES,Aldora,BOPIA,1380,292.48,36.53
12,2025-03-25/26,OFF GRADES,Chandrika Estate,BOPIA,1380,292.48,36.53
13,2025-04-01/02,WESTERN MEDIUM,Halate,BOP,1600,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Halate,BOPSP,1400,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Craighead,BOPSP,1380,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Rilagala,BOPSP,1200,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Vellai Oya,BOPF/BOPFSP,1140,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Harangalla,BOPI,1650,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Dartry Valley,BOP1,1650,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Harangalla,FBOP/FBOPI,1850,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Craighead,FBOP/FBOPI,1650,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Imboolpittia,FBOP/FBOPI,1600,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Harangalla,FBOPF/FBOPFI,1650,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,1600,291.95,39.27
13,2025-03-04/05,WESTERN MEDIUM,Dartry Valley,FBOPF/FBOPFI,1550,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Cooroondoowatte,OP/OPA,1320,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Menikdiwela Tea,OP/OPA,1300,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Dartry Valley,OP1,1650,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Doombagastalawa,OP1,1500,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Menikdiwela Tea,OP1,1500,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Galgewatta,OP1,1500,291.95,39.27
13,2025-04-01/02,WESTERN MEDIUM,Uplands,PEK/PEKI,1800,291.95,39.27
13,2025-04-01/02,WESTERN HIGH,Robgill,BOP,1480,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Great Western,BOP,1480,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Tillyrie,BOP,1400,291.95,34.34
13,2025-03-04/05,WESTERN HIGH,Somerset,BOP,1400,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Holyrood,BOP,1400,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Bearwell,BOP,1400,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Great Western,BOPSP,1380,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Great Western,BOPF/BOPFSP,1600,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Torrington,BOPI,1440,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Glenloch,BOP1,1380,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Inverness,FBOP/FBOPI,1480,291.95,34.34
13,2025-03-04/05,WESTERN HIGH,Torrington,FBOP/FBOPI,1460,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Glenloch,FBOPF/FBOPF1,1400,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Venture,OP/OPA,1300,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Torrington,OP/OPA,1280,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Queensberry,OP/OPA,1260,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Torrington,OP/OPA,1260,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Venture,OP1,1440,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Frotoft Super,PEK/PEKI,1550,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Great Western,PEK/PEK1,1440,291.95,34.34
13,2025-04-01/02,WESTERN HIGH,Somerset,PEK/PEK1,1440,291.95,34.34
13,2025-04-01/02,NUWARA ELIYAS,Mahagastotte,BOP,1480,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Kenmare,BOPSP,1100,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Lovers Leap,BOPF/BOPFSp,1300,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Court Lodge,FBOP/FBOPI,1400,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Kenmare,FBOP/FBOPI,1220,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Court Lodge,OP/OPA,1260,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Kenmare,OP/OPA,1260,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Lovers Leap,PEK/PEKI,1440,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Mahagastotte,PEK/PEK1,1300,291.95,40.36
13,2025-03-25/26,NUWARA ELIYAS,Court Lodge,PEK/PEKI,1260,291.95,40.36
13,2025-04-01/02,UDAPUSSELLAWAS,Kirklees,BOP,1060,291.95,32.64
13,2025-03-25/26,UDAPUSSELLAWAS,Luckyland,BOPSP,1080,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Kirklees,BOPSP,1100,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Ragalla,BOPF/BOPFSP,1140,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Liddesdale,BOPF/BOPFSP,1120,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Brookside,BOPF/BOPFSp,1100,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Mooloya,BOPF/BOPFSp,1100,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSp,1100,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Luckland,BOPF/BOPFSP,1100,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Maha Uva,BOP1,1440,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOPI,1480,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Delmar,FBOP/FBOPI,1440,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,1360,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,1280,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Maha Uva,FBOPF/FBOPF1,1280,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Delmar,OP/OPA,1260,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1300,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,OP/OPA,1280,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Delmar,OP1,1380,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Maha Uva,PEK/PEKI,1480,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,PEK/PEK1,1480,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Gonamotawa,PEK/PEK1,1550,291.95,32.64
13,2025-04-01/02,LOW GROWNS,Purerich,BOP,1700,291.95,53.92
13,2025-04-01/02,LOW GROWNS,New Vithanakande,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Ceyenta,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Ceciliyan,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Mahaliyadda,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Andaradeniya Super,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Dellawa,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Wikiliya,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Richiland,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Sisiramba Super,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Suduwelipothahena Super,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Kiruwanaganga,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Kiruwanaganga,BOPSp,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Rajjuruwatta Super,BOPF,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Hidellana,BOPF,1550,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Rajjuruwatta Super,BOPFSp,1550,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Andaradeniya Super,BOPFSp,1550,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Adams View,FBOP,2350,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Mulatiyana Hills,FBOP,2250,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Hidellana,FBOP,2200,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Nilgiri,FBOP,2200,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Pothotuwa,BOP1,3000,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Pothotuwa,OP1,3200,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Adams Veiw,PEK,2450,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Mulatiyana Hills,PEKI,2300,291.95,53.92
13,2025-04-01/02,UVA MEDIUM,Tinioya,BOP,1380,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Demodera 'S',BOPSp,1340,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Dickwella,BOPF/BOPFSp,1420,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,El Teb,BOPF/BOPFSp,1200,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Dickwella,BOPI,1750,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Roseland Uva,FBOP/FBOPI,1800,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Telbedde,FBOPF/FBOPF1,1650,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Uva Samovar,OP/OPA,1360,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Dickwella,OP/OPA,1360,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Halpewatta Uva,OP/OPA,1360,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Rathkelle-Uva,OP/OPA,1340,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Glen Alpin,OP/OPA,1340,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Sarnia Plaiderie,OP/OPA,1320,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Demodera 'S',OP/OPA,1320,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Pettiagalla,OP/OPA,1320,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Telbedde,OP1,2000,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Dickwella,OP1,1750,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Sarnia Plaiderie,OP1,1700,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Sarnia Plaiderie,PEK/PEKI,1750,291.95,29.74
13,2025-04-01/02,UVA MEDIUM,Halpewatte Uva,PEK/PEK1,1750,291.95,29.74
13,2025-04-01/02,UVA HIGH,Nayabedde,BOP,1220,291.95,16.5
13,2025-04-01/02,UVA HIGH,Kelliebedde,BOP,1220,291.95,16.5
13,2025-04-01/02,UVA HIGH,Uva Highlands,BOPSP,1280,291.95,16.5
13,2025-04-01/02,UVA HIGH,Bandaraeliya,BOPF/BOPFSp,1240,291.95,16.5
13,2025-04-01/02,UVA HIGH,Nayabedde,BOPF/BOPFSP,1220,291.95,16.5
13,2025-04-01/02,UVA HIGH,Uva Highlands,BOP1,1650,291.95,16.5
13,2025-04-01/02,UVA HIGH,Glenanore,BOPI,1550,291.95,16.5
13,2025-04-01/02,UVA HIGH,Spring Valley,BOP1,1550,291.95,16.5
13,2025-04-01/02,UVA HIGH,Gonamotawa,FBOP/FBOPI,1600,291.95,16.5
13,2025-04-01/02,UVA HIGH,Ellathota Uva,FBOP/FBOP1,1600,291.95,16.5
13,2025-04-01/02,UVA HIGH,Glenanore,FBOP/FBOPI,1550,291.95,16.5
13,2025-04-01/02,UVA HIGH,Spring Valley,FBOP/FBOPI,1550,291.95,16.5
13,2025-04-01/02,UVA HIGH,Uva Highlands,FBOP/FBOΡΙ,1500,291.95,16.5
13,2025-04-01/02,UVA HIGH,Gonamotawa,FBOPF/FBOPF1,1380,291.95,16.5
13,2025-04-01/02,UVA HIGH,Oodoowerre,FBOPF/FBOPF1,1380,291.95,16.5
13,2025-04-01/02,UVA HIGH,Spring Valley,OP/OPA,1360,291.95,16.5
13,2025-04-01/02,UVA HIGH,Mahadowa,OP/OPA,1300,291.95,16.5
13,2025-04-01/02,UVA HIGH,Gonamotawa,OP/OPA,1280,291.95,16.5
13,2025-04-01/02,UVA HIGH,Gonamotawa,OP1,1750,291.95,16.5
13,2025-04-01/02,UVA HIGH,Glenanore,OP1,1500,291.95,16.5
13,2025-04-01/02,UVA HIGH,Uva Highlands,OP1,1500,291.95,16.5
13,2025-04-01/02,UVA HIGH,Ellathota Uva,OP1,1460,291.95,16.5
13,2025-04-01/02,UVA HIGH,Mahadowa,OP1,1460,291.95,16.5
13,2025-04-01/02,UVA HIGH,Gonamotawa,PEK/PEK1,1550,291.95,16.5
13,2025-04-01/02,NUWARA ELIYAS,Mahagastotte,BOP,1480,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Kenmare,BOPSP,1100,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Lovers Leap,BOPF/BOPFSp,1300,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Court Lodge,FBOP/FBOPI,1400,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Kenmare,FBOP/FBOPI,1220,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Court Lodge,OP/OPA,1260,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Kenmare,OP/OPA,1260,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Lovers Leap,PEK/PEKI,1440,291.95,40.36
13,2025-04-01/02,NUWARA ELIYAS,Mahagastotte,PEK/PEK1,1300,291.95,40.36
13,2025-04-01/02,UDAPUSSELLAWAS,Kirklees,BOP,1060,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Luckyland,BOPSP,1080,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSP,1160,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,BOPI,1500,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOPI,1480,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Delmar,FBOP/FBOPI,1440,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,1360,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,1280,291.95,32.64
13,2025-03-25/26,UDAPUSSELLAWAS,Maha Uva,FBOPF/FBOPF1,1280,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1300,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,OP/OPA,1280,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Delmar,OP/OPA,1260,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Delmar,OP1,1380,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Maha Uva,PEK/PEKI,1480,291.95,32.64
13,2025-04-01/02,UDAPUSSELLAWAS,Blairlomond,PEK/PEK1,1480,291.95,32.64
13,2025-04-01/02,LOW GROWNS,Purerich,BOP,1700,291.95,53.92
13,2025-04-01/02,LOW GROWNS,New Vithanakande,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Ceyenta,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Ceciliyan,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Mahaliyadda,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Andaradeniya Super,BOP,1650,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Dellawa,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Wikiliya,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Richiland,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Sisiramba Super,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Suduwelipothahena Super,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Kiruwanaganga,BOP,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Kiruwanaganga,BOPSp,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Rajjuruwatta Super,BOPF,1600,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Hidellana,BOPF,1550,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Rajjuruwatta Super,BOPFSp,1550,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Andaradeniya Super,BOPFSp,1550,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Adams View,FBOP,2350,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Mulatiyana Hills,FBOP,2250,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Hidellana,FBOP,2200,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Nilgiri,FBOP,2200,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Pothotuwa,BOP1,3000,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Pothotuwa,OP1,3200,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Adams Veiw,PEK,2450,291.95,53.92
13,2025-04-01/02,LOW GROWNS,Mulatiyana Hills,PEKI,2300,291.95,53.92
13,2025-04-01/02,UNORTHODOX HIGH,Ulugedara CTC,PF1,1220,291.95,36.53
13,2025-04-01/02,UNORTHODOX HIGH,Mount Vernon CTC,BPS,920,291.95,36.53
13,2025-04-01/02,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1200,291.95,36.53
13,2025-04-01/02,UNORTHODOX MEDIUM,New Peacock CTC,BP1,1180,291.95,36.53
13,2025-04-01/02,UNORTHODOX MEDIUM,Aultmore CTC,BPS,920,291.95,36.53
13,2025-04-01/02,UNORTHODOX LOW,Hingalgoda CTC,PF1,1500,291.95,36.53
13,2025-04-01/02,UNORTHODOX LOW,Nelunwatta CTC,BPI,1000,291.95,36.53
13,2025-04-01/02,UNORTHODOX LOW,Ross Feld CTC,BPS,780,291.95,36.53
13,2025-04-01/02,PREMIUM FLOWERY,Greenwin Super,FBOPFSp,4900,291.95,36.53
13,2025-04-01/02,PREMIUM FLOWERY,HPP Tea,FBOPFExSp,4950,291.95,36.53
13,2025-04-01/02,PREMIUM FLOWERY,Lions,FBOPFExSp,4950,291.95,36.53
13,2025-04-01/02,PREMIUM FLOWERY,Kiruwanaganga,FBOPFExSp1,3950,291.95,36.53
13,2025-04-01/02,DUSTS,Mattakelle,DUST 1,1600,291.95,36.53
13,2025-04-01/02,DUSTS,Hingalgoda CTC,PD,1460,291.95,36.53
13,2025-04-01/02,OFF GRADES,Lethenty,FGS/FGS1,1080,291.95,36.53
13,2025-04-01/02,OFF GRADES,Clydesdale,FGS/FGS1,1080,291.95,36.53
13,2025-04-01/02,OFF GRADES,Wattegodde,FGS/FGS1,1080,291.95,36.53
13,2025-04-01/02,OFF GRADES,Fordyce,FGS/FGS1,1060,291.95,36.53
13,2025-04-01/02,OFF GRADES,Somerset,FGS/FGS1,1060,291.95,36.53
13,2025-04-01/02,OFF GRADES,Court Lodge,FGS/FGS1,1060,291.95,36.53
13,2025-04-01/02,OFF GRADES,Agra Ouvah,FGS/FGS1,1060,291.95,36.53
13,2025-04-01/02,OFF GRADES,Wanarajah,FGS/FGS1,1060,291.95,36.53
13,2025-04-01/02,OFF GRADES,Bogawantalawa,FGS/FGS1,1060,291.95,36.53
13,2025-04-01/02,OFF GRADES,Chandrika CTC,PF,880,291.95,36.53
13,2025-04-01/02,OFF GRADES,Uplands,BM,1160,291.95,36.53
13,2025-04-01/02,OFF GRADES,Chandrika Estate,BP,1300,291.95,36.53
13,2025-04-01/02,OFF GRADES,Aldora,BOPIA,1380,291.95,36.53
14,2025-04-07/08,WESTERN MEDIUM,Harangalla,BOP,1440,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Dartry Valley,BOP,1420,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Craighead,BOP,1380,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Adams View,BOPSP,1300,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Ancoombra,BOPSp,1300,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Uplands,BOPF/BOPFSP,1260,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Dartry Valley,BOP1,1550,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Craighead,FBOP/FBOPI,1550,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Dartry Valley,FBOP/FBOPI,1550,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Imboolpitiya,FBOP/FBOPI,1500,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Hidellana,FBOP/FBOPI,1500,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Cooroondoowatte,FBOP/FBOPI,1480,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Dartry Valley,FBOPF/FBOPF1,1600,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,1550,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Pothotuwa,OP/OPA,1260,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Adams View,OP/OPA,1260,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Dartry Valley,OP/OPA,1240,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Randenigala Super,OP/OPA,1240,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Harangalla,OP/OPA,1220,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Windsorforest,OP/OPA,1220,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Imboolpitiya,OP/OPA,1220,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Menikdiwella Tea,OP/OPA,1220,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Galgewatta,OP/OPA,1220,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Hatale,OP/OPA,1220,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Craighead,OP1,2150,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Dartry Valley,OP1,1420,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Craighead,PEK/PEKI,1750,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Ransegoda,PEK/PEK1,1650,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Meezan,PEK/PEKI,1600,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Hedigalla,PEK/PEKI,1600,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Haughton,PEK/PEKI,1600,293.44,39.27
14,2025-04-07/08,WESTERN MEDIUM,Pothotuwa,BOPI,3000,293.44,39.27
14,2025-04-07/08,WESTERN HIGH,Robgill,BOP,3200,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Somerset,BOP,2950,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Wattegodde,BOP,1650,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Wanarajah,BOPSp,1800,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Wattegodde,BOPSp,2300,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Great Western,BOPSP,2300,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Dessford,BOPSP,1700,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Robgill,BOPF/BOPFSP,2250,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Dessford,BOPF/BOPFSp,1400,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Alton,BOPF/BOPFSp,1380,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Inverness,BOPSp,1320,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Torrington,FBOP/FBOPI,1260,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Frotoft Super,FBOPF/FBOPF1,1400,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Queensberry,FBOPF/FBOPFI,1240,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Torrington,OP/OPA,1180,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,St Andrews,OP/OPA,1180,293.44,34.34
